Ciclo 0000 | Temp: 10000.00 | Melhor Custo: 5030.0 | Tempo Decorrido: 0.0005s
Ciclo 0267 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1544s
Ciclo 0268 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1550s
Ciclo 0269 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1555s
Ciclo 0270 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1561s
Ciclo 0271 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1566s
Ciclo 0272 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1572s
Ciclo 0273 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1577s
Ciclo 0274 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1583s
Ciclo 0275 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1588s
Ciclo 0276 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1594s
Ciclo 0277 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1600s
Ciclo 0278 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1605s
Ciclo 0279 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1611s
Ciclo 0280 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1616s
Ciclo 0281 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1622s
Ciclo 0282 | Temp:    0.01 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1627s
Ciclo 0283 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1632s
Ciclo 0284 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1638s
Ciclo 0285 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1643s
Ciclo 0286 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1649s
Ciclo 0287 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1654s
Ciclo 0288 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1663s
Ciclo 0289 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1671s
Ciclo 0290 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1677s
Ciclo 0291 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1682s
Ciclo 0292 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1687s
Ciclo 0293 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1693s
Ciclo 0294 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1698s
Ciclo 0295 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1704s
Ciclo 0296 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1709s
Ciclo 0297 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1714s
Ciclo 0298 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1720s
Ciclo 0299 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1725s
Ciclo 0300 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1734s
Ciclo 0301 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1740s
Ciclo 0302 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1749s
Ciclo 0303 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1754s
Ciclo 0304 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1760s
Ciclo 0305 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1765s
Ciclo 0306 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1771s
Ciclo 0307 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1776s
Ciclo 0308 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1782s
Ciclo 0309 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1787s
Ciclo 0310 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1793s
Ciclo 0311 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1798s
Ciclo 0312 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1804s
Ciclo 0313 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1810s
Ciclo 0314 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1817s
Ciclo 0315 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1823s
Ciclo 0316 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1828s
Ciclo 0317 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1834s
Ciclo 0318 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1840s
Ciclo 0319 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1845s
Ciclo 0320 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1850s
Ciclo 0321 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1856s
Ciclo 0322 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1862s
Ciclo 0323 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1867s
Ciclo 0324 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1875s
Ciclo 0325 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1882s
Ciclo 0326 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1887s
Ciclo 0327 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1893s
Ciclo 0328 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1898s
Ciclo 0329 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1904s
Ciclo 0330 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1909s
Ciclo 0331 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1915s
Ciclo 0332 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1920s
Ciclo 0333 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1925s
Ciclo 0334 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1931s
Ciclo 0335 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1936s
Ciclo 0336 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1941s
Ciclo 0337 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1947s
Ciclo 0338 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1952s
Ciclo 0339 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1958s
Ciclo 0340 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1964s
Ciclo 0341 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1970s
Ciclo 0342 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1976s
Ciclo 0343 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1982s
Ciclo 0344 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1987s
Ciclo 0345 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1993s
Ciclo 0346 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.1999s
Ciclo 0347 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2005s
Ciclo 0348 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2011s
Ciclo 0349 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2017s
Ciclo 0350 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2023s
Ciclo 0351 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2029s
Ciclo 0352 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2035s
Ciclo 0353 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2041s
Ciclo 0354 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2047s
Ciclo 0355 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2053s
Ciclo 0356 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2059s
Ciclo 0357 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2065s
Ciclo 0358 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2071s
Ciclo 0359 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2077s
Ciclo 0360 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2083s
Ciclo 0361 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2089s
Ciclo 0362 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2095s
Ciclo 0363 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2101s
Ciclo 0364 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2107s
Ciclo 0365 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2113s
Ciclo 0366 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2119s
Ciclo 0367 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2124s
Ciclo 0368 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2130s
Ciclo 0369 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2136s
Ciclo 0370 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2142s
Ciclo 0371 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2148s
Ciclo 0372 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2154s
Ciclo 0373 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2160s
Ciclo 0374 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2166s
Ciclo 0375 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2172s
Ciclo 0376 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2178s
Ciclo 0377 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2184s
Ciclo 0378 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2190s
Ciclo 0379 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2196s
Ciclo 0380 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2202s
Ciclo 0381 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2208s
Ciclo 0382 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2214s
Ciclo 0383 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2220s
Ciclo 0384 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2226s
Ciclo 0385 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2233s
Ciclo 0386 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2239s
Ciclo 0387 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2245s
Ciclo 0388 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2250s
Ciclo 0389 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2256s
Ciclo 0390 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2262s
Ciclo 0391 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2268s
Ciclo 0392 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2273s
Ciclo 0393 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2279s
Ciclo 0394 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2285s
Ciclo 0395 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2291s
Ciclo 0396 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2296s
Ciclo 0397 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2302s
Ciclo 0398 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2307s
Ciclo 0399 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2313s
Ciclo 0400 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2318s
Ciclo 0401 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2323s
Ciclo 0402 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2329s
Ciclo 0403 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2334s
Ciclo 0404 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2339s
Ciclo 0405 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2344s
Ciclo 0406 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2349s
Ciclo 0407 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2355s
Ciclo 0408 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2361s
Ciclo 0409 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2366s
Ciclo 0410 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2372s
Ciclo 0411 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2377s
Ciclo 0412 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2382s
Ciclo 0413 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2387s
Ciclo 0414 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2393s
Ciclo 0415 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2398s
Ciclo 0416 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2403s
Ciclo 0417 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2408s
Ciclo 0418 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2414s
Ciclo 0419 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2420s
Ciclo 0420 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2428s
Ciclo 0421 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2433s
Ciclo 0422 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2440s
Ciclo 0423 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2445s
Ciclo 0424 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2450s
Ciclo 0425 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2456s
Ciclo 0426 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2461s
Ciclo 0427 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2467s
Ciclo 0428 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2472s
Ciclo 0429 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2478s
Ciclo 0430 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2483s
Ciclo 0431 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2489s
Ciclo 0432 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2495s
Ciclo 0433 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2501s
Ciclo 0434 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2506s
Ciclo 0435 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2512s
Ciclo 0436 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2518s
Ciclo 0437 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2524s
Ciclo 0438 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2529s
Ciclo 0439 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2535s
Ciclo 0440 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2541s
Ciclo 0441 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2547s
Ciclo 0442 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2553s
Ciclo 0443 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2559s
Ciclo 0444 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2565s
Ciclo 0445 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2572s
Ciclo 0446 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2579s
Ciclo 0447 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2585s
Ciclo 0448 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2591s
Ciclo 0449 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2597s
Ciclo 0450 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2603s
Ciclo 0451 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2609s
Ciclo 0452 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2615s
Ciclo 0453 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2621s
Ciclo 0454 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2627s
Ciclo 0455 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2633s
Ciclo 0456 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2639s
Ciclo 0457 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2645s
Ciclo 0458 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2651s
Ciclo 0459 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2657s
Ciclo 0460 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2663s
Ciclo 0461 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2669s
Ciclo 0462 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2675s
Ciclo 0463 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2680s
Ciclo 0464 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2686s
Ciclo 0465 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2692s
Ciclo 0466 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2697s
Ciclo 0467 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2703s
Ciclo 0468 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2709s
Ciclo 0469 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2715s
Ciclo 0470 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2720s
Ciclo 0471 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2726s
Ciclo 0472 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2731s
Ciclo 0473 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2737s
Ciclo 0474 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2742s
Ciclo 0475 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2748s
Ciclo 0476 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2753s
Ciclo 0477 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2759s
Ciclo 0478 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2765s
Ciclo 0479 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2770s
Ciclo 0480 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2776s
Ciclo 0481 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2781s
Ciclo 0482 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2787s
Ciclo 0483 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2793s
Ciclo 0484 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2798s
Ciclo 0485 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2804s
Ciclo 0486 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2810s
Ciclo 0487 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2815s
Ciclo 0488 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2821s
Ciclo 0489 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2826s
Ciclo 0490 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2832s
Ciclo 0491 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2839s
Ciclo 0492 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2845s
Ciclo 0493 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2851s
Ciclo 0494 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2856s
Ciclo 0495 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2862s
Ciclo 0496 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2867s
Ciclo 0497 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2872s
Ciclo 0498 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2878s
Ciclo 0499 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2883s
Ciclo 0500 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2888s
Ciclo 0501 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2895s
Ciclo 0502 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2900s
Ciclo 0503 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2906s
Ciclo 0504 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2912s
Ciclo 0505 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2918s
Ciclo 0506 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2925s
Ciclo 0507 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2931s
Ciclo 0508 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2937s
Ciclo 0509 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2942s
Ciclo 0510 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2947s
Ciclo 0511 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2952s
Ciclo 0512 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2957s
Ciclo 0513 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2963s
Ciclo 0514 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2968s
Ciclo 0515 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2973s
Ciclo 0516 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2978s
Ciclo 0517 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2984s
Ciclo 0518 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2989s
Ciclo 0519 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.2995s
Ciclo 0520 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3000s
Ciclo 0521 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3005s
Ciclo 0522 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3011s
Ciclo 0523 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3016s
Ciclo 0524 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3021s
Ciclo 0525 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3026s
Ciclo 0526 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3031s
Ciclo 0527 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3037s
Ciclo 0528 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3043s
Ciclo 0529 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3049s
Ciclo 0530 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3055s
Ciclo 0531 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3060s
Ciclo 0532 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3066s
Ciclo 0533 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3072s
Ciclo 0534 | Temp:    0.00 | Melhor Custo: 2031.0 | Tempo Decorrido: 0.3077s
